order_id,customer_id,product_id,quantity,unit_price,order_date,item_total,order_total
O02344,C314,P32,1,24.99,2026-03-01 10:12:50,24.99,70.97
O02344,C314,P17,2,22.99,2026-03-01 10:12:50,45.98,70.97
O02345,C204,P39,1,21.99,2025-04-29 21:13:10,21.99,297.97
O02345,C204,P48,1,78.99,2025-04-29 21:13:10,78.99,297.97
O02345,C204,P21,1,196.99,2025-04-29 21:13:10,196.99,297.97
O02346,C255,P10,1,92.99,2025-06-12 05:10:58,92.99,92.99
O02347,C042,P39,1,21.99,2026-03-23 11:34:05,21.99,21.99
O02348,C335,P19,1,113.99,2025-12-09 23:59:10,113.99,113.99
O02349,C166,P21,1,196.99,2026-04-27 13:13:02,196.99,196.99
O02350,C341,P43,1,138.99,2026-02-20 12:14:27,138.99,138.99
O02351,C079,P43,2,138.99,2025-11-07 05:52:39,277.98,355.97
O02351,C079,P49,1,77.99,2025-11-07 00:22:39,77.99,355.97
O02352,C194,P42,1,58.99,2024-09-12 21:16:39,58.99,197.98
O02352,C194,P43,1,138.99,2024-09-12 21:16:39,138.99,197.98
O02353,C105,P03,1,205.99,2025-12-05 07:41:34,205.99,295.97
O02353,C105,P18,2,44.99,2025-12-05 07:41:34,89.98,295.97
O02354,C115,P12,1,100.99,2025-11-28 05:04:52,100.99,193.98
O02354,C115,P10,1,92.99,2025-11-28 05:04:52,92.99,193.98
O02355,C401,P08,1,100.99,2026-02-25 23:18:32,100.99,255.98
O02355,C401,P46,1,154.99,2026-02-25 23:18:32,154.99,255.98
O02356,C223,P01,1,345.99,2025-08-14 12:01:25,345.99,345.99
O02357,C299,P25,3,25.99,2024-10-13 10:16:35,77.97,174.96
O02357,C299,P20,1,96.99,2024-10-13 10:16:35,96.99,174.96
O02358,C429,P37,2,42.99,2026-06-20 00:02:50,85.98,85.98
O02359,C469,P21,1,196.99,2026-05-24 14:40:33,196.99,196.99
O02360,C398,P26,1,87.99,2026-05-03 12:40:25,87.99,87.99
O02361,C397,P19,1,113.99,2026-06-07 19:27:46,113.99,113.99
O02362,C058,P12,1,100.99,2025-10-14 22:59:27,100.99,645.97
O02362,C058,P05,1,429.99,2025-10-14 22:59:27,429.99,645.97
O02362,C058,P13,1,114.99,2025-10-14 22:59:27,114.99,645.97
O02363,C146,P08,1,100.99,2024-11-12 08:34:13,100.99,328.97
O02363,C146,P19,2,113.99,2024-11-12 08:34:13,227.98,328.97
O02364,C470,P40,1,10.99,2026-05-16 22:55:07,10.99,10.99
O02365,C423,P18,1,44.99,2026-05-28 18:39:38,44.99,252.96
O02365,C423,P37,1,42.99,2026-05-28 18:39:38,42.99,252.96
O02365,C423,P45,1,110.99,2026-05-28 18:39:38,110.99,252.96
O02365,C423,P34,1,53.99,2026-05-28 18:39:38,53.99,252.96
O02366,C282,P02,1,226.99,2024-07-22 07:56:27,226.99,226.99
O02367,C382,P13,1,114.99,2026-02-05 00:03:00,114.99,114.99
O02368,C277,P01,1,345.99,2025-02-06 17:25:12,345.99,742.97
O02368,C277,P21,1,196.99,2025-02-06 17:25:12,196.99,742.97
O02368,C277,P41,1,199.99,2025-02-06 17:25:12,199.99,742.97
O02369,C454,P23,1,205.99,2025-09-15 07:35:45,205.99,205.99
O02370,C083,P50,1,191.99,2026-04-28 19:10:42,191.99,202.98
O02370,C083,P40,1,10.99,2026-04-28 19:10:42,10.99,202.98
O02371,C274,P16,1,30.99,2025-11-25 05:52:29,30.99,49.98
O02371,C274,P15,1,18.99,2025-11-25 05:52:29,18.99,49.98
O02372,C456,P14,1,70.99,2025-08-30 16:39:57,70.99,70.99
O02373,C248,P08,2,100.99,2025-04-12 23:05:32,201.98,201.98
O02374,C494,P16,1,30.99,2026-05-19 12:11:25,30.99,30.99
O02375,C157,P43,1,138.99,2026-06-04 03:00:04,138.99,138.99
O02376,C081,P44,1,143.99,2024-11-26 07:45:38,143.99,143.99
O02377,C261,P48,1,78.99,2025-12-07 07:22:57,78.99,78.99
O02378,C439,P48,1,78.99,2026-02-27 15:20:45,78.99,527.96
O02378,C439,P45,2,110.99,2026-02-27 15:20:45,221.98,527.96
O02378,C439,P02,1,226.99,2026-02-27 15:20:45,226.99,527.96
O02379,C049,P38,1,38.99,2025-11-08 13:48:40,38.99,222.97
O02379,C049,P11,2,91.99,2025-11-08 13:48:40,183.98,222.97
O02380,C276,P05,1,429.99,2025-07-26 20:52:00,429.99,429.99
O02381,C240,P45,2,110.99,2025-10-11 13:07:29,221.98,734.95
O02381,C240,P08,1,100.99,2025-10-11 13:07:29,100.99,734.95
O02381,C240,P23,2,205.99,2025-10-11 13:07:29,411.98,734.95
O02382,C330,P12,1,100.99,2024-12-24 22:19:22,100.99,337.96
O02382,C330,P48,3,78.99,2024-12-24 22:19:22,236.97,337.96
O02383,C421,P26,1,87.99,2026-03-18 22:25:24,87.99,87.99
O02384,C392,P21,1,196.99,2026-03-27 11:36:53,196.99,196.99
O02385,C158,P22,1,194.99,2025-10-20 18:36:57,194.99,432.96
O02385,C158,P21,1,196.99,2025-10-20 18:36:57,196.99,432.96
O02385,C158,P15,1,18.99,2025-10-20 18:36:57,18.99,432.96
O02385,C158,P39,1,21.99,2025-10-20 18:36:57,21.99,432.96
O02386,C378,P29,1,199.99,2025-09-23 04:37:55,199.99,244.98
O02386,C378,P18,1,44.99,2025-09-23 04:37:55,44.99,244.98
O02387,C317,P37,1,42.99,2025-11-23 18:19:04,42.99,53.98
O02387,C317,P40,1,10.99,2025-11-23 18:19:04,10.99,53.98
O02388,C002,P32,1,24.99,2025-08-23 19:29:19,24.99,47.98
O02388,C002,P17,1,22.99,2025-08-23 19:29:19,22.99,47.98
O02389,C436,P13,1,114.99,2025-12-15 12:17:04,114.99,308.96
O02389,C436,P39,1,21.99,2025-12-15 12:17:04,21.99,308.96
O02389,C436,P33,1,74.99,2025-12-15 12:17:04,74.99,308.96
O02389,C436,P20,1,96.99,2025-12-15 12:17:04,96.99,308.96
O02390,C484,P35,3,57.99,2025-12-21 06:25:46,173.97,540.96
O02390,C484,P07,1,366.99,2025-12-21 06:25:46,366.99,540.96
O02391,C300,P39,1,21.99,2025-08-05 08:18:20,21.99,21.99
O02392,C328,P11,1,91.99,2025-10-25 12:56:00,91.99,91.99
O02393,C455,P03,1,205.99,2026-06-28 05:25:08,205.99,455.96
O02393,C455,P26,1,87.99,2026-06-28 05:25:08,87.99,455.96
O02393,C455,P19,1,113.99,2026-06-28 05:25:08,113.99,455.96
O02393,C455,P36,1,47.99,2026-06-28 05:25:08,47.99,455.96
O02394,C274,P01,2,345.99,2026-02-03 11:33:06,691.98,739.97
O02394,C274,P36,1,47.99,2026-02-03 11:33:06,47.99,739.97
O02395,C098,P35,1,57.99,2026-03-14 01:21:30,57.99,57.99
O02396,C317,P07,1,366.99,2025-12-28 15:16:53,366.99,668.96
O02396,C317,P36,2,47.99,2025-12-28 15:16:53,95.98,668.96
O02396,C317,P23,1,205.99,2025-12-28 15:16:53,205.99,668.96
O02397,C474,P14,1,70.99,2026-06-07 11:58:00,70.99,70.99
O02398,C177,P50,1,191.99,2025-12-04 21:25:06,191.99,213.98
O02398,C177,P39,1,21.99,2025-12-04 21:25:06,21.99,213.98
O02400,C099,P19,1,113.99,2026-01-27 17:42:54,113.99,512.97
O02400,C099,P28,1,198.99,2026-01-27 17:42:54,198.99,512.97
O02400,C099,P29,1,199.99,2026-01-27 17:42:54,199.99,512.97
O02401,C370,P27,2,239.99,2026-05-16 20:07:33,479.98,479.98
O02402,C412,P24,2,299.99,2024-10-13 03:40:48,599.98,599.98
O02403,C063,P17,1,22.99,2024-08-17 08:58:18,22.99,22.99
O02404,C305,P28,2,198.99,2026-06-07 12:30:17,397.98,445.97
O02404,C305,P36,1,47.99,2026-06-07 12:30:17,47.99,445.97
O02405,C470,P50,1,191.99,2025-11-29 09:02:24,191.99,191.99
O02406,C166,P09,1,34.99,2026-04-15 19:38:27,34.99,629.96
O02406,C166,P21,1,196.99,2026-04-15 19:38:27,196.99,629.96
O02406,C166,P28,2,198.99,2026-04-15 19:38:27,397.98,629.96
O02407,C064,P42,1,58.99,2025-10-12 10:15:13,58.99,311.97
O02407,C064,P43,1,138.99,2025-10-12 10:15:13,138.99,311.97
O02407,C064,P19,1,113.99,2025-10-12 10:15:13,113.99,311.97
O02408,C246,P21,1,196.99,2026-04-06 09:34:18,196.99,496.98
O02408,C246,P24,1,299.99,2026-04-06 09:34:18,299.99,496.98
O02409,C168,P32,1,24.99,2024-11-16 07:34:14,24.99,24.99
O02410,C497,P11,1,91.99,2026-02-08 10:46:22,91.99,91.99
O02411,C442,P09,1,34.99,2026-06-01 01:00:47,34.99,34.99
O02412,C485,P16,1,30.99,2024-12-04 02:59:45,30.99,222.98
O02412,C485,P50,1,191.99,2024-12-04 02:59:45,191.99,222.98
O02413,C238,P35,1,57.99,2025-06-30 13:49:17,57.99,99.98
O02413,C238,P47,1,41.99,2025-06-30 13:49:17,41.99,99.98
O02414,C165,P38,1,38.99,2025-11-30 10:35:20,38.99,38.99
O02415,C088,P07,3,366.99,2025-11-19 11:08:45,1100.97,1289.95
O02415,C088,P26,1,87.99,2025-11-19 11:08:45,87.99,1289.95
O02415,C088,P08,1,100.99,2025-11-19 11:08:45,100.99,1289.95
O02416,C044,P41,1,199.99,2025-05-19 01:21:58,199.99,199.99
O02417,C158,P31,1,16.99,2025-10-04 08:28:00,16.99,16.99
O02418,C188,P34,1,53.99,2025-11-03 11:49:09,53.99,53.99
O02419,C437,P08,1,100.99,2026-01-24 03:53:50,100.99,306.98
O02419,C437,P23,1,205.99,2026-01-24 03:53:50,205.99,306.98
O02420,C103,P32,1,24.99,2024-12-18 19:13:02,24.99,24.99
O02421,C016,P05,1,429.99,2024-12-04 03:33:13,429.99,429.99
O02422,C123,P28,1,198.99,2026-01-27 16:58:38,198.99,702.95
O02422,C123,P03,2,205.99,2026-01-27 16:58:38,411.98,702.95
O02422,C123,P33,1,74.99,2026-01-27 16:58:38,74.99,702.95
O02422,C123,P31,1,16.99,2026-01-27 16:58:38,16.99,702.95
O02423,C181,P19,1,113.99,2025-12-31 15:34:30,113.99,113.99
O02424,C223,P29,1,199.99,2024-11-20 21:04:20,199.99,199.99
O02425,C210,P15,1,18.99,2025-01-27 21:13:59,18.99,18.99
O02426,C413,P07,1,366.99,2026-03-23 01:06:32,366.99,572.98
O02426,C413,P23,1,205.99,2026-03-23 01:06:32,205.99,572.98
O02427,C150,P29,1,199.99,2024-12-25 12:31:05,199.99,278.98
O02427,C150,P48,1,78.99,2024-12-25 12:31:05,78.99,278.98
O02428,C415,P26,1,87.99,2025-06-25 02:19:14,87.99,87.99
O02430,C301,P35,1,57.99,2025-12-13 00:44:02,57.99,57.99
O02431,C175,P44,1,143.99,2025-06-16 18:01:34,143.99,493.97
O02431,C175,P46,1,154.99,2025-06-16 18:01:34,154.99,493.97
O02431,C175,P22,1,194.99,2025-06-16 18:01:34,194.99,493.97
O02432,C210,P19,1,113.99,2025-11-13 09:57:18,113.99,113.99
O02433,C377,P43,1,138.99,2026-05-15 16:19:39,138.99,149.98
O02433,C377,P40,1,10.99,2026-05-15 16:19:39,10.99,149.98
O02434,C225,P22,1,194.99,2024-11-16 11:52:49,194.99,549.97
O02434,C225,P41,1,199.99,2024-11-16 11:52:49,199.99,549.97
O02434,C225,P46,1,154.99,2024-11-16 11:52:49,154.99,549.97
O02435,C266,P29,1,199.99,2025-12-12 18:03:11,199.99,199.99
O02436,C237,P41,1,199.99,2025-12-07 19:42:57,199.99,629.98
O02436,C237,P05,1,429.99,2025-12-07 19:42:57,429.99,629.98
O02437,C277,P06,1,402.99,2024-11-22 19:58:55,402.99,402.99
O02439,C255,P07,1,366.99,2025-12-19 05:33:25,366.99,912.96
O02439,C255,P06,1,402.99,2025-12-19 05:33:25,402.99,912.96
O02439,C255,P12,1,100.99,2025-12-19 05:33:25,100.99,912.96
O02439,C255,P47,1,41.99,2025-12-19 05:33:25,41.99,912.96
O02440,C223,P40,1,10.99,2026-02-18 03:49:05,10.99,35.98
O02440,C223,P32,1,24.99,2026-02-18 03:49:05,24.99,35.98
O02441,C484,P48,2,78.99,2026-05-19 18:00:56,157.98,318.95
O02441,C484,P40,2,10.99,2026-05-19 18:00:56,21.98,318.95
O02441,C484,P43,1,138.99,2026-05-19 18:00:56,138.99,318.95
O02442,C323,P24,1,299.99,2026-05-08 03:28:29,299.99,693.97
O02442,C323,P21,2,196.99,2026-05-08 03:28:29,393.98,693.97
O02443,C474,P06,1,402.99,2025-08-19 06:14:52,402.99,602.98
O02443,C474,P41,1,199.99,2025-08-19 06:14:52,199.99,602.98
O02444,C259,P48,1,78.99,2025-08-09 00:48:46,78.99,78.99
O02445,C429,P48,1,78.99,2026-06-02 06:08:43,78.99,78.99
O02446,C063,P35,1,57.99,2025-09-13 18:05:00,57.99,57.99
O02447,C294,P23,1,205.99,2026-06-22 09:08:41,205.99,337.97
O02447,C294,P08,1,100.99,2026-06-22 09:08:41,100.99,337.97
O02447,C294,P16,1,30.99,2026-06-22 09:08:41,30.99,337.97
O02448,C272,P46,1,154.99,2025-01-29 17:51:06,154.99,461.97
O02448,C272,P08,1,100.99,2025-01-29 17:51:06,100.99,461.97
O02448,C272,P03,1,205.99,2025-01-29 17:51:06,205.99,461.97
O02449,C109,P45,1,110.99,2025-12-01 06:25:04,110.99,189.97
O02449,C109,P34,1,53.99,2025-12-01 06:25:04,53.99,189.97
O02449,C109,P32,1,24.99,2025-12-01 06:25:04,24.99,189.97
O02450,C226,P26,1,87.99,2024-09-14 22:22:32,87.99,130.98
O02450,C226,P37,1,42.99,2024-09-14 22:22:32,42.99,130.98
O02451,C409,P21,3,196.99,2025-12-11 22:00:40,590.97,590.97
O02452,C385,P19,1,113.99,2026-03-01 13:05:23,113.99,313.98
O02452,C385,P29,1,199.99,2026-03-01 13:05:23,199.99,313.98
O02453,C172,P12,1,100.99,2026-02-28 12:15:37,100.99,100.99
O02454,C405,P44,1,143.99,2026-05-21 03:24:18,143.99,143.99
O02455,C338,P12,1,100.99,2025-07-22 16:58:15,100.99,100.99
O02456,C438,P27,1,239.99,2025-11-07 19:26:49,239.99,585.98
O02456,C438,P01,1,345.99,2025-11-07 19:26:49,345.99,585.98
O02457,C091,P46,1,154.99,2025-07-25 12:51:16,154.99,154.99
O02458,C040,P21,1,196.99,2024-08-05 03:39:44,196.99,196.99
O02459,C105,P17,1,22.99,2025-02-03 20:58:19,22.99,22.99
O02460,C192,P01,1,345.99,2026-06-02 01:12:42,345.99,380.98
O02460,C192,P09,1,34.99,2026-06-02 01:12:42,34.99,380.98
O02461,C136,P33,2,74.99,2024-11-05 13:13:27,149.98,149.98
O02462,C135,P49,1,77.99,2025-11-02 21:17:29,77.99,77.99
O02463,C304,P37,1,42.99,2025-08-16 06:59:01,42.99,248.98
O02463,C304,P03,1,205.99,2025-08-16 06:59:01,205.99,248.98
O02464,C356,P45,1,110.99,2026-03-10 21:55:38,110.99,456.98
O02464,C356,P01,1,345.99,2026-03-10 21:55:38,345.99,456.98
O02465,C275,P18,2,44.99,2025-12-20 08:39:32,89.98,89.98
O02466,C387,P50,1,191.99,2026-06-11 03:54:45,191.99,191.99
O02467,C384,P18,2,44.99,2026-04-01 23:24:31,89.98,89.98
O02468,C011,P08,1,100.99,2025-11-05 13:51:35,100.99,571.96
O02468,C011,P07,1,366.99,2025-11-05 13:51:35,366.99,571.96
O02468,C011,P49,1,77.99,2025-11-05 13:51:35,77.99,571.96
O02468,C011,P25,1,25.99,2025-11-05 13:51:35,25.99,571.96
O02469,C018,P05,1,429.99,2024-11-27 06:37:32,429.99,504.98
O02469,C018,P33,1,74.99,2024-11-27 06:37:32,74.99,504.98
O02470,C227,P14,1,70.99,2025-11-09 11:32:14,70.99,158.98
O02470,C227,P26,1,87.99,2025-11-09 11:32:14,87.99,158.98
O02471,C008,P01,1,345.99,2026-01-31 03:14:45,345.99,345.99
O02472,C058,P27,1,239.99,2026-05-14 11:12:32,239.99,567.97
O02472,C058,P02,1,226.99,2026-05-14 11:12:32,226.99,567.97
O02472,C058,P12,1,100.99,2026-05-14 11:12:32,100.99,567.97
O02473,C404,P11,2,91.99,2024-11-29 01:59:16,183.98,183.98
O02474,C120,P29,1,199.99,2026-03-31 19:02:46,199.99,436.98
O02474,C120,P30,1,236.99,2026-03-31 19:02:46,236.99,436.98
O02475,C144,P38,1,38.99,2024-09-03 01:45:44,38.99,38.99
O02476,C140,P50,1,191.99,2024-10-04 06:10:17,191.99,191.99
O02477,C283,P20,2,96.99,2025-11-05 01:39:30,193.98,927.96
O02477,C283,P07,2,366.99,2025-11-05 01:39:30,733.98,927.96
O02478,C074,P48,1,78.99,2025-12-14 17:29:01,78.99,126.98
O02478,C074,P36,1,47.99,2025-12-14 17:29:01,47.99,126.98
O02479,C131,P24,1,299.99,2026-03-05 18:26:13,299.99,299.99
O02480,C254,P45,1,110.99,2026-02-11 04:11:18,110.99,110.99
O02481,C110,P04,1,281.99,2024-11-16 03:06:34,281.99,602.97
O02481,C110,P03,1,205.99,2024-11-16 03:06:34,205.99,602.97
O02481,C110,P13,1,114.99,2024-11-16 03:06:34,114.99,602.97
O02482,C196,P29,1,199.99,2024-12-01 15:00:09,199.99,310.98
O02482,C196,P45,1,110.99,2024-12-01 15:00:09,110.99,310.98
O02483,C477,P16,1,30.99,2025-11-04 01:02:38,30.99,30.99
O02484,C411,P27,2,239.99,2025-12-16 04:04:36,479.98,479.98
O02485,C299,P02,1,226.99,2024-08-02 10:29:30,226.99,508.98
O02485,C299,P04,1,281.99,2024-08-02 10:29:30,281.99,508.98
O02486,C171,P14,1,70.99,2026-05-26 18:00:01,70.99,81.98
O02486,C171,P40,1,10.99,2026-05-26 18:00:01,10.99,81.98
O02487,C399,P14,1,70.99,2024-11-10 14:10:10,70.99,70.99
O02488,C195,P42,1,58.99,2025-09-04 23:32:30,58.99,109.97
O02488,C195,P25,1,25.99,2025-09-04 23:32:30,25.99,109.97
O02488,C195,P32,1,24.99,2025-09-04 23:32:30,24.99,109.97
O02489,C130,P08,1,100.99,2025-01-18 22:49:17,100.99,125.98
O02489,C130,P32,1,24.99,2025-01-18 22:49:17,24.99,125.98
O02490,C414,P17,1,22.99,2026-03-07 02:30:53,22.99,22.99
O02492,C332,P38,1,38.99,2026-04-15 04:21:11,38.99,38.99
O02493,C043,P02,1,226.99,2024-11-04 23:58:59,226.99,265.98
O02493,C043,P38,1,38.99,2024-11-04 23:58:59,38.99,265.98
O02494,C229,P02,1,226.99,2026-02-01 15:56:11,226.99,226.99
O02495,C094,P09,1,34.99,2025-04-24 20:22:20,34.99,34.99
O02496,C041,P02,1,226.99,2025-11-08 19:52:19,226.99,514.97
O02496,C041,P44,2,143.99,2025-11-08 19:52:19,287.98,514.97
O02497,C424,P03,1,205.99,2025-12-12 18:34:22,205.99,205.99
O02498,C055,P06,1,402.99,2025-09-12 03:20:59,402.99,494.98
O02498,C055,P11,1,91.99,2025-09-12 03:20:59,91.99,494.98
O02499,C208,P35,1,57.99,2026-06-30 22:18:46,57.99,297.98
O02499,C208,P27,1,239.99,2026-06-30 22:18:46,239.99,297.98
O02500,C406,P30,1,236.99,2026-03-17 16:43:26,236.99,236.99
O02501,C031,P17,1,22.99,2026-04-12 16:33:17,22.99,22.99
O02502,C384,P08,1,100.99,2024-12-15 21:35:05,100.99,374.96
O02502,C384,P37,1,42.99,2024-12-15 21:35:05,42.99,374.96
O02502,C384,P03,1,205.99,2024-12-15 21:35:05,205.99,374.96
O02502,C384,P32,1,24.99,2024-12-15 21:35:05,24.99,374.96
O02503,C023,P50,1,191.99,2024-08-19 18:47:46,191.99,421.97
O02503,C023,P13,2,114.99,2024-08-19 18:47:46,229.98,421.97
O02504,C321,P18,1,44.99,2025-11-07 06:50:20,44.99,434.95
O02504,C321,P35,2,57.99,2025-11-07 06:50:20,115.98,434.95
O02504,C321,P33,1,74.99,2025-11-07 06:50:20,74.99,434.95
O02504,C321,P28,1,198.99,2025-11-07 06:50:20,198.99,434.95
O02505,C115,P12,1,100.99,2025-09-11 16:26:20,100.99,100.99
O02506,C439,P32,2,24.99,2026-02-19 02:10:12,49.98,193.97
O02506,C439,P44,1,143.99,2026-02-19 02:10:12,143.99,193.97
O02507,C008,P14,1,70.99,2025-02-26 10:00:56,70.99,70.99
O02508,C011,P48,3,78.99,2024-07-21 16:24:15,236.97,391.96
O02508,C011,P46,1,154.99,2024-07-21 16:24:15,154.99,391.96
O02509,C304,P50,3,191.99,2025-04-12 18:30:33,575.97,618.96
O02509,C304,P37,1,42.99,2025-04-13 00:00:33,42.99,618.96
O02510,C061,P06,1,402.99,2025-10-04 00:01:37,402.99,549.96
O02510,C061,P25,1,25.99,2025-04-10 00:01:37,25.99,549.96
O02510,C061,P37,1,42.99,2025-04-10 00:01:37,42.99,549.96
O02510,C061,P49,1,77.99,2025-04-10 00:01:37,77.99,549.96
O02511,C104,P50,1,191.99,2026-05-06 23:53:37,191.99,234.98
O02511,C104,P37,1,42.99,2026-05-06 23:53:37,42.99,234.98
O02512,C317,P20,3,96.99,2025-07-02 00:34:50,290.97,406.95
O02512,C317,P35,2,57.99,2025-07-02 00:34:50,115.98,406.95
O02513,C483,P25,1,25.99,2026-06-13 17:27:30,25.99,544.96
O02513,C483,P16,1,30.99,2026-06-13 17:27:30,30.99,544.96
O02513,C483,P03,1,205.99,2026-06-13 17:27:30,205.99,544.96
O02513,C483,P04,1,281.99,2026-06-13 11:57:30,281.99,544.96
O02514,C142,P47,1,41.99,2025-11-21 07:27:07,41.99,472.96
O02514,C142,P16,1,30.99,2025-11-21 07:27:07,30.99,472.96
O02514,C142,P29,2,199.99,2025-11-21 07:27:07,399.98,472.96
O02515,C163,P17,1,22.99,2024-09-27 19:35:41,22.99,22.99
O02516,C073,P17,1,22.99,2025-12-18 09:09:01,22.99,22.99
O02517,C341,P18,1,44.99,2025-07-11 11:13:20,44.99,284.98
O02517,C341,P27,1,239.99,2025-07-11 11:13:20,239.99,284.98
O02518,C193,P46,1,154.99,2026-05-16 19:38:16,154.99,154.99
O02519,C208,P36,1,47.99,2025-05-04 04:45:03,47.99,47.99
O02520,C452,P35,1,57.99,2026-06-01 00:51:08,57.99,460.98
O02520,C452,P06,1,402.99,2026-06-01 00:51:08,402.99,460.98
O02521,C071,P19,2,113.99,2025-11-09 16:28:38,227.98,666.96
O02521,C071,P01,1,345.99,2025-11-09 16:28:38,345.99,666.96
O02521,C071,P10,1,92.99,2025-11-09 16:28:38,92.99,666.96
O02522,C178,P09,1,34.99,2025-07-06 02:31:16,34.99,508.97
O02522,C178,P30,2,236.99,2025-07-06 02:31:16,473.98,508.97
O02523,C327,P15,1,18.99,2026-06-12 13:19:10,18.99,1142.94
O02523,C327,P23,1,205.99,2026-06-12 13:19:10,205.99,1142.94
O02523,C327,P30,1,236.99,2026-06-12 13:19:10,236.99,1142.94
O02523,C327,P02,3,226.99,2026-06-12 13:19:10,680.97,1142.94
O02524,C287,P08,1,100.99,2026-05-22 17:44:21,100.99,100.99
O02525,C481,P23,1,205.99,2025-11-07 05:50:40,205.99,632.95
O02525,C481,P37,2,42.99,2025-11-07 05:50:40,85.98,632.95
O02525,C481,P02,1,226.99,2025-11-07 05:50:40,226.99,632.95
O02525,C481,P19,1,113.99,2025-11-07 05:50:40,113.99,632.95
O02526,C238,P02,1,226.99,2025-10-06 07:03:16,226.99,226.99
O02527,C066,P06,1,402.99,2025-08-30 16:09:29,402.99,402.99
O02528,C382,P41,1,199.99,2026-06-20 06:57:08,199.99,398.98
O02528,C382,P28,1,198.99,2026-06-20 06:57:08,198.99,398.98
O02529,C016,P32,1,24.99,2025-11-09 08:34:45,24.99,24.99
O02530,C223,P49,1,77.99,2025-12-15 07:52:49,77.99,294.96
O02530,C223,P17,1,22.99,2025-12-15 07:52:49,22.99,294.96
O02530,C223,P20,2,96.99,2025-12-15 07:52:49,193.98,294.96
O02531,C336,P41,1,199.99,2025-01-12 04:28:26,199.99,549.96
O02531,C336,P20,1,96.99,2025-01-12 04:28:26,96.99,549.96
O02531,C336,P25,1,25.99,2025-01-12 04:28:26,25.99,549.96
O02531,C336,P02,1,226.99,2025-01-12 04:28:26,226.99,549.96
O02532,C369,P10,1,92.99,2026-02-25 20:13:46,92.99,92.99
O02533,C180,P35,1,57.99,2025-08-28 13:05:31,57.99,424.96
O02533,C180,P11,1,91.99,2025-08-28 13:05:31,91.99,424.96
O02533,C180,P21,1,196.99,2025-08-28 13:05:31,196.99,424.96
O02533,C180,P49,1,77.99,2025-08-28 13:05:31,77.99,424.96
O02534,C094,P46,2,154.99,2025-03-30 00:32:25,309.98,747.95
O02534,C094,P25,1,25.99,2025-03-30 00:32:25,25.99,747.95
O02534,C094,P23,2,205.99,2025-03-30 00:32:25,411.98,747.95
O02535,C439,P27,1,239.99,2026-03-08 02:59:39,239.99,497.97
O02535,C439,P35,1,57.99,2026-03-08 02:59:00,57.99,497.97
O02535,C439,P29,1,199.99,2026-03-08 02:59:39,199.99,497.97
O02536,C151,P41,1,199.99,2025-06-11 02:42:10,199.99,270.98
O02536,C151,P14,1,70.99,2025-06-11 02:42:10,70.99,270.98
O02537,C500,P20,1,96.99,2026-06-14 16:19:32,96.99,189.98
O02537,C500,P10,1,92.99,2026-06-14 16:19:00,92.99,189.98
O02538,C140,P48,1,78.99,2026-01-15 09:03:19,78.99,156.98
O02538,C140,P49,1,77.99,2026-01-15 09:03:19,77.99,156.98
O02539,C057,P17,1,22.99,2024-11-08 05:20:40,22.99,22.99
O02540,C385,P02,1,226.99,2025-05-11 11:16:36,226.99,314.98
O02540,C385,P26,1,87.99,2025-05-11 11:16:36,87.99,314.98
O02541,C145,P46,1,154.99,2025-11-05 02:49:07,154.99,154.99
O02542,C397,P16,1,30.99,2026-04-07 17:05:33,30.99,30.99
O02543,C343,P19,2,113.99,2025-11-07 09:14:21,227.98,302.97
O02543,C343,P33,1,74.99,2025-11-07 09:14:21,74.99,302.97
O02544,C092,P27,1,239.99,2025-12-05 16:33:17,239.99,297.98
O02544,C092,P35,1,57.99,2025-12-05 16:33:17,57.99,297.98
O02545,C133,P07,3,366.99,2026-03-06 00:22:54,1100.97,1100.97
O02546,C094,P18,1,44.99,2024-09-26 11:19:12,44.99,447.98
O02546,C094,P06,1,402.99,2024-09-26 11:19:12,402.99,447.98
O02547,C442,P48,2,78.99,2025-11-01 22:25:03,157.98,157.98
O02548,C218,P47,1,41.99,2024-07-08 07:31:09,41.99,41.99
O02549,C259,P45,1,110.99,2025-03-22 01:12:10,110.99,110.99
O02550,C305,P04,1,281.99,2025-12-01 18:39:38,281.99,729.97
O02550,C305,P06,1,402.99,2025-12-01 18:39:38,402.99,729.97
O02550,C305,P18,1,44.99,2025-12-01 18:39:38,44.99,729.97
O02551,C480,P32,1,24.99,2026-03-10 03:15:06,24.99,103.98
O02551,C480,P48,1,78.99,2026-03-10 03:15:06,78.99,103.98
O02552,C391,P41,1,199.99,2025-11-24 13:02:49,199.99,355.97
O02552,C391,P49,2,77.99,2025-11-24 13:02:49,155.98,355.97
O02553,C390,P49,1,77.99,2026-06-25 11:43:45,77.99,359.98
O02553,C390,P04,1,281.99,2026-06-25 11:43:45,281.99,359.98
O02554,C298,P24,1,299.99,2025-11-08 20:29:52,299.99,645.98
O02554,C298,P01,1,345.99,2025-11-08 20:29:52,345.99,645.98
O02555,C491,P08,1,100.99,2026-04-28 07:21:33,100.99,100.99
O02556,C473,P34,1,53.99,2025-06-14 16:43:55,53.99,478.97
O02556,C473,P48,1,78.99,2025-06-14 16:43:55,78.99,478.97
O02556,C473,P01,1,345.99,2025-06-14 16:43:55,345.99,478.97
O02557,C029,P02,1,226.99,2025-12-01 14:07:26,226.99,226.99
